,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17
17823,2,1,3,1,1,5,11,8,2,9,5,4,1,9,3,8,P
17824,11,13,9,7,4,6,9,4,7,3,4,11,6,10,2,7,N
17825,4,8,6,7,7,8,8,5,4,7,6,8,7,7,10,4,V
17826,4,8,5,6,5,8,4,7,4,6,6,11,2,8,3,9,Q
17827,5,9,4,5,2,9,3,2,5,8,1,7,3,7,4,10,S
17828,3,7,4,9,5,9,8,7,2,4,8,11,3,9,6,10,Q
17829,4,8,5,6,5,5,7,4,5,7,7,9,7,9,5,9,C
17830,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8,Z
17831,3,5,5,7,5,8,12,3,3,5,8,11,3,13,4,9,Q
17832,5,5,8,8,4,9,7,5,2,6,8,8,9,9,0,8,W
17833,6,10,6,8,4,6,7,6,7,10,8,11,2,9,5,9,G
17834,3,6,5,5,4,5,8,2,5,8,6,9,3,6,7,8,X
17835,4,4,5,6,2,6,6,7,10,9,6,14,1,9,4,8,C
17836,4,9,4,4,3,9,8,4,3,11,5,5,4,11,5,7,P
17837,5,11,9,8,8,9,6,3,6,7,5,5,6,10,8,9,X
17838,6,9,5,5,4,6,7,5,6,9,6,7,5,9,6,5,D
17839,3,8,5,6,4,8,7,7,5,6,6,9,2,7,5,11,G
17840,3,4,4,2,2,6,7,5,6,6,6,9,2,8,3,8,G
17841,2,4,4,2,2,7,7,3,5,10,6,8,3,8,2,7,H
17842,4,8,6,6,3,8,4,5,4,14,6,13,1,6,0,7,J
17843,4,10,5,8,5,6,9,6,5,9,7,4,5,10,4,7,P
17844,4,6,6,5,5,6,8,5,7,6,5,7,4,7,5,5,D
17845,2,0,2,1,1,8,7,6,5,6,6,9,1,7,5,10,G
17846,2,5,3,3,2,7,7,5,9,6,6,8,2,8,7,8,Z
17847,5,8,5,6,4,5,12,4,5,12,9,5,2,12,1,5,T
17848,4,6,4,4,4,3,10,2,2,10,9,7,5,11,2,6,W
17849,7,12,6,6,2,5,11,3,7,12,8,4,2,9,4,3,T
17850,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,I
17851,3,6,5,4,4,6,6,3,4,8,6,11,5,9,3,8,C
17852,2,2,2,3,2,8,8,5,3,8,7,8,2,9,2,7,Q
17853,1,0,1,0,1,8,6,8,0,6,8,8,5,7,0,8,M
17854,2,8,3,6,2,6,12,0,6,8,10,8,0,8,0,8,T
17855,6,10,6,5,4,12,3,6,2,12,2,10,5,3,3,10,A
17856,3,6,4,4,3,6,6,8,6,6,6,7,2,8,9,10,B
17857,6,9,9,7,5,7,7,0,8,10,7,9,2,8,3,7,X
17858,7,11,9,8,6,7,7,9,5,6,7,11,5,8,5,7,O
17859,6,7,6,5,5,6,11,4,2,8,7,6,9,12,4,5,W
17860,6,9,9,7,4,7,10,2,8,14,6,3,1,10,3,8,F
17861,0,0,1,1,0,5,7,5,7,7,6,12,0,8,6,10,E
17862,4,6,4,8,5,8,6,6,2,8,6,10,3,8,5,9,Q
17863,5,10,8,7,6,7,8,2,6,7,6,7,6,9,8,7,X
17864,2,2,2,3,2,8,7,6,5,8,6,7,2,8,8,8,S
17865,7,10,7,6,3,6,9,4,3,9,8,5,5,12,2,8,V
17866,3,6,4,4,3,7,7,4,5,7,6,6,3,7,4,9,R
17867,4,9,4,7,4,7,7,5,8,5,6,10,1,10,9,9,S
17868,6,8,8,10,9,7,9,5,5,8,6,7,4,9,8,8,F
17869,5,11,7,8,7,6,7,7,10,6,4,11,3,8,6,8,E
17870,2,6,3,4,2,10,6,1,8,12,3,7,0,7,0,8,J
17871,5,7,8,5,5,8,6,2,5,9,6,8,8,6,2,8,M
17872,4,8,4,5,2,7,9,15,1,7,4,8,3,8,0,8,H
17873,8,11,11,8,5,7,8,3,5,10,6,7,7,7,2,7,N
17874,4,8,4,6,4,7,7,12,1,7,6,8,3,8,0,8,H
17875,3,6,4,4,3,5,10,3,4,12,8,6,2,10,1,7,F
17876,5,8,7,6,3,7,10,2,7,14,5,4,1,10,2,8,F
17877,3,7,4,5,2,7,7,3,12,8,6,8,0,8,7,7,Z
17878,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,I
17879,5,7,5,5,3,6,7,6,6,9,7,10,2,8,4,9,G
17880,1,6,2,4,1,12,3,9,3,13,6,12,1,6,0,8,J
17881,3,8,4,6,4,8,7,7,5,6,6,8,2,8,5,11,G
17882,4,8,5,6,6,8,7,4,2,6,6,8,7,8,7,11,G
17883,1,0,2,0,1,7,7,6,4,6,6,7,1,8,6,8,B
17884,6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,M
17885,5,9,6,4,3,10,3,3,7,12,4,10,2,9,4,11,Z
17886,3,8,4,6,4,5,10,7,3,7,3,9,2,6,4,11,R
17887,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
17888,3,4,4,5,3,8,8,7,2,5,7,10,3,9,5,10,Q
17889,4,6,6,4,2,5,8,4,1,7,9,8,8,9,0,8,W
17890,7,11,7,6,4,8,6,2,8,11,6,9,3,9,5,8,Z
17891,3,3,4,4,1,2,12,5,5,12,10,8,0,8,2,6,F
17892,3,4,5,3,2,10,1,3,2,10,2,10,2,6,3,8,A
17893,4,11,5,8,5,8,7,8,5,7,6,8,2,8,8,8,S
17894,9,10,9,5,4,3,10,3,2,10,11,8,9,12,1,6,W
17895,4,6,5,4,4,4,10,3,2,9,8,7,6,11,1,7,W
17896,1,2,1,4,1,7,7,1,7,7,6,9,0,8,3,8,I
17897,8,12,8,6,6,9,9,4,4,6,9,6,10,9,3,6,W
17898,4,9,5,6,3,10,6,3,6,10,4,8,2,9,5,10,S
17899,4,8,6,6,4,7,7,3,8,11,7,9,3,8,5,8,E
17900,3,7,5,5,2,9,3,3,3,7,2,8,3,6,3,8,A
17901,4,11,5,8,6,6,8,5,8,8,8,9,1,10,7,8,Z
17902,5,9,5,5,2,10,5,4,4,13,5,8,2,9,2,8,S
17903,2,3,3,2,2,8,8,5,6,7,5,5,2,8,7,8,B
17904,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,I
17905,3,5,4,3,2,5,8,5,7,10,9,9,3,9,2,6,U
17906,6,9,7,11,7,8,7,7,4,9,7,9,3,8,6,8,Q
17907,3,11,4,9,3,9,7,2,7,11,3,7,1,6,2,6,J
17908,2,6,4,4,1,7,9,2,2,7,12,8,2,11,0,8,Y
17909,3,6,4,4,5,9,9,4,3,6,7,7,6,9,5,6,H
17910,5,9,6,6,3,5,10,10,5,8,5,5,2,10,4,8,P
17911,5,11,7,8,7,8,7,7,5,6,6,8,3,8,9,7,S
17912,5,8,7,6,4,6,9,2,4,9,8,8,6,7,2,7,N
17913,4,7,6,8,6,8,9,4,5,7,7,9,3,6,8,7,I
17914,4,5,5,3,3,7,6,6,7,7,6,10,2,9,3,8,G
17915,5,9,7,6,6,8,7,5,6,10,6,5,3,8,4,9,D
17916,3,4,5,3,3,9,11,3,2,5,9,8,6,11,1,8,W
17917,5,10,5,5,3,11,4,4,2,11,3,10,6,4,4,10,A
17918,9,13,8,7,5,8,7,4,6,9,5,5,4,9,6,5,Y
17919,2,5,4,3,2,6,8,2,7,11,7,9,2,8,4,8,E
17920,4,10,5,7,4,7,8,6,11,7,6,9,1,9,8,7,Z
17921,4,8,6,6,7,7,7,4,1,8,7,9,7,10,4,8,V
17922,4,8,4,6,4,6,8,7,4,9,8,8,3,8,2,7,O
17923,3,7,4,5,5,6,8,3,5,6,7,11,4,11,8,8,E
17924,3,10,4,7,3,6,9,10,5,7,5,8,3,8,5,11,R
17925,4,6,5,7,5,9,9,6,2,4,7,11,3,9,6,10,Q
17926,4,9,5,6,3,8,9,2,6,14,5,4,2,10,3,8,F
17927,4,7,4,5,2,3,12,5,4,12,11,7,3,10,1,8,V
17928,7,10,7,7,5,7,6,7,8,11,6,11,2,11,5,9,G
17929,5,6,6,6,7,7,9,6,2,7,7,7,9,12,9,7,G
17930,5,7,8,5,4,7,6,2,7,10,5,10,4,7,5,9,K
17931,4,5,5,4,3,6,9,5,7,6,10,9,3,9,1,8,U
17932,6,10,8,7,6,8,7,1,7,10,4,8,4,7,4,8,K
17933,8,15,8,8,6,7,7,2,9,12,7,8,6,5,8,5,Z
17934,2,4,3,3,1,7,7,0,7,13,6,8,0,8,1,7,I
17935,4,7,4,5,2,4,8,6,8,10,9,14,1,8,3,8,C
17936,5,8,7,10,10,7,8,4,3,7,7,7,6,11,5,6,P
17937,4,9,6,6,4,9,7,4,6,9,4,7,3,7,5,10,R
17938,3,3,4,4,2,7,7,8,6,7,6,8,3,8,4,8,O
17939,4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9,B
17940,2,1,3,2,2,5,7,4,6,6,6,10,3,8,4,9,K
17941,2,4,3,2,2,7,7,7,5,7,6,8,2,8,3,8,O
17942,4,11,6,8,2,7,8,4,3,7,14,8,3,9,0,8,V
17943,2,3,4,2,2,7,2,1,2,7,2,8,2,7,2,7,A
17944,3,4,3,5,2,7,9,14,3,7,3,8,3,8,0,8,H
17945,5,10,6,7,5,6,5,6,7,6,6,10,3,9,4,7,G
17946,3,6,4,4,4,6,9,5,4,8,6,8,2,9,7,12,F
17947,2,2,3,3,2,7,7,5,5,6,6,6,2,8,6,10,B
17948,4,7,5,5,3,10,7,3,5,12,4,5,2,9,3,9,P
17949,8,14,8,8,4,11,4,3,3,12,6,9,3,10,3,9,S
17950,3,7,4,5,2,6,6,6,6,10,8,11,2,10,4,9,G
17951,4,9,4,7,4,2,7,5,8,7,6,14,0,8,6,9,E
17952,4,7,5,5,2,8,7,5,9,5,6,8,0,8,9,8,S
17953,5,10,5,8,4,7,5,14,5,7,11,8,3,9,0,8,U
17954,7,11,11,8,5,7,7,1,9,10,6,8,3,8,4,7,X
17955,2,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,I
17956,8,11,8,8,5,7,11,4,8,12,9,4,2,12,4,4,T
17957,3,9,5,7,4,8,7,3,8,6,7,8,3,8,7,9,X
17958,3,10,5,8,9,9,9,4,4,7,6,6,4,8,7,5,D
17959,3,8,5,6,5,7,7,3,5,6,7,10,4,10,8,8,E
17960,4,6,6,4,2,7,8,4,1,7,8,8,8,9,0,8,W
17961,5,6,5,4,2,4,9,5,7,12,11,8,3,9,1,6,U
17962,5,4,5,6,3,5,7,10,9,6,6,5,3,8,4,8,D
17963,2,3,3,1,1,5,11,1,7,11,9,5,0,9,2,5,T
17964,3,6,5,5,5,9,8,5,5,7,6,8,5,8,9,11,S
17965,6,11,6,8,3,2,11,4,5,12,12,7,2,11,2,6,Y
17966,2,1,2,2,1,7,7,11,1,5,6,8,4,8,0,8,N
17967,6,9,5,4,2,11,2,2,5,10,2,9,2,8,3,11,S
17968,4,11,5,8,3,7,7,15,1,7,7,8,3,8,0,8,H
17969,4,7,5,5,5,9,6,4,3,8,5,8,3,9,9,9,S
17970,4,11,5,9,3,8,8,9,7,5,7,9,2,7,5,11,G
17971,4,6,6,4,3,6,6,5,7,6,5,9,3,9,4,8,G
17972,10,15,10,8,5,8,6,4,6,13,6,8,4,7,4,8,S
17973,6,11,6,8,6,7,9,14,2,7,4,8,3,8,0,8,H
17974,3,10,4,8,3,5,8,7,8,7,8,14,1,8,4,10,C
17975,2,1,3,1,1,7,4,2,0,7,2,8,3,6,1,8,A
17976,6,11,5,6,3,10,3,4,6,10,3,9,3,8,6,13,Q
17977,2,7,3,5,1,7,5,0,7,14,7,10,0,7,1,8,I
17978,2,4,4,3,2,7,2,2,2,5,2,8,2,5,2,7,A
17979,3,5,5,4,3,6,4,4,4,5,4,7,3,5,5,7,Q
17980,7,10,9,8,10,6,8,3,4,8,7,8,8,10,7,4,N
17981,5,6,8,8,6,9,11,4,2,8,7,6,3,10,8,6,H
17982,7,12,7,7,5,8,7,2,6,10,4,8,5,8,4,8,K
17983,3,8,5,6,3,10,10,1,6,3,11,8,1,11,2,9,Y
17984,6,9,8,8,7,5,4,4,4,4,3,7,4,8,6,5,Q
17985,4,9,6,7,3,6,12,3,4,8,12,8,3,10,1,9,V
17986,7,11,5,6,3,7,3,2,5,7,2,7,3,7,5,9,S
17987,5,7,7,5,5,10,6,3,7,11,3,6,4,6,6,11,B
17988,2,0,2,1,0,8,5,11,4,7,13,8,3,10,0,8,U
17989,8,10,8,6,3,4,7,5,7,9,12,12,6,11,3,6,K
17990,6,9,9,7,9,6,8,1,5,10,8,7,8,9,4,6,F
17991,6,10,7,7,5,5,7,6,5,9,8,11,2,8,4,10,G
17992,3,4,4,5,3,8,8,6,2,8,6,9,2,9,3,8,Q
17993,4,7,5,8,6,7,9,5,4,8,6,7,4,9,8,7,F
17994,8,14,7,8,4,8,8,4,6,8,5,6,6,8,5,8,H
17995,3,10,4,8,3,6,8,0,7,13,7,8,0,8,1,7,I
17996,7,10,9,8,6,9,8,2,6,13,5,5,5,9,4,9,F
17997,1,0,1,1,0,1,1,5,5,0,1,6,0,8,0,8,L
17998,4,4,6,6,6,9,11,2,3,7,9,6,4,10,5,5,P
17999,3,10,4,8,5,8,7,5,9,7,5,7,1,7,7,8,Z
18000,5,8,6,10,9,8,9,3,2,6,8,7,6,10,6,4,P
18001,3,5,5,3,4,7,6,3,4,9,7,8,7,6,1,8,M
18002,8,11,7,8,5,3,11,1,3,8,10,7,6,11,2,7,V
18003,4,5,5,4,2,4,12,3,6,12,10,4,1,11,2,5,Y
18004,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
18005,1,0,2,1,0,8,9,3,2,6,12,8,2,10,0,8,V
18006,2,5,4,4,2,10,6,2,6,12,4,9,1,6,1,7,J
18007,2,3,2,2,1,7,7,6,3,8,6,8,2,8,2,7,O
18008,5,6,7,4,5,9,6,2,4,9,6,7,7,6,2,7,M
18009,5,5,6,4,2,4,12,3,3,10,11,7,2,10,1,8,V
18010,5,8,7,7,5,7,4,4,4,5,3,8,3,7,5,8,Q
18011,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,N
18012,4,7,5,5,3,7,4,1,7,8,2,9,1,6,2,8,L
18013,7,13,7,7,4,7,7,2,9,9,5,8,4,7,4,8,X
18014,6,11,9,8,5,5,9,3,11,11,8,8,2,8,5,5,E
18015,4,10,7,7,6,10,5,2,5,10,2,5,3,6,6,8,A
18016,2,7,4,5,2,6,4,3,8,6,1,7,1,6,2,7,L
18017,2,3,4,2,1,7,7,2,9,11,6,8,1,8,5,7,Z
18018,3,9,4,6,4,7,7,8,6,7,7,8,2,8,3,7,O
18019,7,13,6,7,4,8,7,4,6,9,6,5,3,9,5,5,Y
18020,5,9,7,7,5,6,7,5,8,6,5,10,3,8,5,9,K
18021,2,4,3,3,1,4,8,4,6,11,9,11,1,9,3,7,C
18022,4,8,4,6,3,7,7,4,4,7,6,8,3,8,4,8,X
18023,5,7,7,6,8,6,8,5,3,6,5,8,10,8,5,7,M
18024,3,7,4,5,2,4,8,7,7,7,8,14,1,8,4,10,C
18025,2,6,2,4,1,11,3,10,3,12,8,13,1,6,0,8,J
18026,4,9,5,7,4,7,7,13,1,7,6,8,3,8,0,8,H
18027,5,8,7,6,3,5,9,3,9,11,7,6,2,7,5,5,S
18028,3,6,5,4,4,6,7,5,5,7,5,8,3,7,6,12,H
18029,4,8,5,6,5,7,9,3,6,9,9,6,5,10,3,7,F
18030,9,12,7,7,3,7,8,4,9,13,6,8,2,7,5,6,T
18031,6,9,5,5,3,7,8,5,6,10,5,9,6,6,6,9,B
18032,6,10,7,8,4,5,7,6,8,9,7,9,4,9,3,3,U
18033,7,9,9,8,10,8,7,6,5,7,6,7,9,9,8,0,N
18034,5,6,5,9,2,3,6,8,2,7,7,12,3,8,3,11,K
18035,3,4,4,6,2,5,7,10,8,7,6,5,3,8,4,8,D
18036,5,10,5,8,4,7,8,9,7,7,5,6,2,8,9,10,B
18037,4,9,4,7,5,6,9,8,3,7,4,8,2,7,5,11,R
18038,5,9,6,8,3,9,6,9,8,7,4,9,3,8,4,8,Q
18039,3,7,4,5,3,7,8,6,5,7,6,7,5,8,1,6,N
18040,4,10,7,8,2,7,8,4,3,7,14,8,3,9,0,8,V
18041,0,0,1,0,0,6,7,5,6,7,6,13,0,8,3,10,C
18042,8,8,10,7,12,7,7,5,5,6,6,8,10,9,9,8,W
18043,1,1,2,1,1,8,6,10,0,6,8,8,6,6,0,8,M
18044,1,3,2,1,1,7,7,5,5,6,6,9,2,8,3,9,G
18045,3,11,4,8,1,6,14,0,6,8,11,8,0,8,0,8,T
18046,2,5,3,3,1,7,7,0,7,13,6,8,0,8,1,7,I
18047,5,9,7,7,8,7,5,4,3,7,7,11,8,9,4,7,C
18048,4,3,4,4,1,7,5,13,5,7,14,8,3,9,0,8,U
18049,8,11,11,8,7,7,6,3,7,10,5,8,5,6,5,7,H
18050,4,6,4,4,2,5,8,9,8,8,7,5,3,8,4,8,D
18051,4,8,6,6,4,8,4,1,8,9,3,10,1,6,3,9,L
18052,2,3,4,2,2,9,6,4,6,10,4,6,2,8,3,8,D
18053,1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7,X
18054,5,9,4,4,2,6,6,4,5,4,8,7,5,8,2,6,U
18055,4,4,5,6,3,6,8,10,9,8,7,6,3,8,4,8,D
18056,2,7,3,4,1,3,13,8,2,11,7,3,0,9,3,8,P
18057,3,4,5,3,4,7,8,3,5,10,6,6,2,8,5,8,B
18058,4,8,4,6,5,8,6,10,1,6,8,8,7,5,0,7,M
18059,5,9,7,7,4,4,11,1,5,13,7,5,1,10,1,7,F
18060,4,11,5,8,5,7,7,8,6,5,7,9,2,7,6,10,G
18061,5,10,7,8,4,10,7,1,8,10,2,6,3,9,4,10,X
18062,4,10,5,8,2,7,7,0,9,14,6,8,0,8,1,8,I
18063,3,6,5,4,4,7,9,4,5,9,6,6,2,8,5,6,B
18064,2,5,4,6,4,9,6,5,4,7,3,6,2,7,7,6,Z
18065,3,8,5,6,2,8,5,4,5,14,7,12,1,6,0,7,J
18066,3,8,5,6,4,8,7,7,6,6,5,3,3,8,3,6,D
18067,3,8,5,6,7,8,5,4,3,7,7,8,7,8,4,7,U
18068,3,2,4,4,3,8,7,6,6,7,6,8,3,8,3,8,H
18069,2,7,2,5,3,3,6,4,8,6,6,13,0,8,6,10,E
18070,2,1,2,2,1,7,7,3,12,8,6,8,0,8,7,8,Z
18071,2,4,3,5,1,7,14,0,6,7,11,8,0,8,0,8,T
18072,2,2,2,3,2,7,8,4,2,8,8,9,2,9,4,8,Q
18073,6,11,7,6,4,11,7,2,6,10,3,6,5,10,3,10,K
18074,4,8,6,6,4,10,7,4,7,10,1,7,3,6,4,11,R
18075,4,7,4,5,3,5,7,5,4,8,7,11,2,8,4,10,G
18076,3,4,3,3,2,8,8,6,5,7,6,7,2,8,9,8,S
18077,4,5,6,7,5,11,5,3,5,9,3,7,2,7,6,9,Z
18078,1,0,1,0,0,8,8,6,3,6,6,9,2,8,3,8,Q
18079,5,10,6,8,2,7,5,13,6,8,15,8,3,9,0,8,U
18080,6,9,8,7,6,6,6,1,7,10,7,10,3,8,4,8,K
18081,2,3,3,2,1,5,12,2,2,8,10,7,2,11,0,8,V
18082,3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7,C
18083,5,10,7,8,5,7,3,2,3,4,2,7,2,6,2,6,A
18084,5,6,8,6,6,8,4,4,4,7,4,10,6,6,7,7,Q
18085,6,13,5,7,3,8,7,3,7,11,5,7,2,9,5,6,T
18086,1,2,2,3,1,10,6,2,6,12,4,8,1,6,1,7,J
18087,2,3,4,2,2,8,7,3,4,9,4,7,2,7,3,10,R
18088,4,8,5,6,3,6,10,9,4,7,5,8,3,8,6,11,R
18089,3,7,4,5,2,7,7,7,10,8,6,14,1,9,4,9,C
18090,3,8,4,6,2,7,7,0,7,13,6,8,0,8,1,8,I
18091,4,9,6,6,3,7,8,2,10,11,7,9,1,9,6,8,Z
18092,3,4,5,3,2,6,6,1,7,10,7,10,3,7,3,8,K
18093,5,11,6,8,6,5,10,5,6,10,10,6,2,9,3,5,F
18094,3,5,3,4,2,5,10,5,4,10,8,4,1,10,3,7,P
18095,6,9,8,6,8,7,8,5,5,7,5,7,4,9,6,7,B
18096,4,11,5,8,4,7,4,1,7,8,2,10,1,5,3,8,L
18097,2,7,3,4,1,4,12,8,2,10,6,3,1,10,3,8,P
18098,5,8,6,6,6,7,8,6,4,8,6,8,3,11,8,11,F
18099,5,10,8,8,6,10,7,3,7,7,6,6,6,12,8,9,X
18100,2,4,4,3,2,8,7,3,5,10,4,7,2,7,3,10,R
18101,4,5,5,4,2,4,8,5,7,11,10,9,3,9,2,7,U
18102,3,5,4,3,3,5,7,4,7,6,6,11,3,8,4,10,K
18103,1,0,1,0,0,6,7,6,4,7,6,6,2,8,2,8,D
18104,5,10,7,7,4,5,10,3,2,9,11,7,4,9,5,8,V
18105,3,9,4,7,3,6,6,9,7,6,7,7,2,8,9,10,B
18106,1,1,2,1,0,8,7,3,4,7,6,8,2,8,4,8,X
18107,6,6,6,8,3,5,10,10,6,8,6,5,2,10,4,8,P
18108,4,7,4,4,2,6,11,8,3,7,4,8,3,7,6,11,R
18109,3,9,4,7,2,7,6,14,5,8,13,7,3,9,0,8,U
18110,7,8,7,6,6,2,10,2,3,10,10,8,7,11,2,7,W
18111,3,4,5,3,3,8,7,4,5,9,4,7,2,7,4,10,R
18112,5,10,7,8,8,8,7,8,4,6,6,8,3,8,8,3,A
18113,5,9,5,4,3,10,5,4,6,11,4,8,3,8,7,11,Q
18114,6,6,6,8,5,6,6,9,7,6,6,7,3,8,10,10,B
18115,2,5,3,4,3,7,7,6,7,7,6,9,2,8,6,10,E
18116,5,6,6,6,5,8,9,3,6,6,6,9,3,9,7,9,L
18117,5,8,8,6,4,10,7,3,5,10,2,4,5,9,1,7,N
18118,3,7,5,5,6,8,8,5,4,7,6,6,6,8,7,6,D
18119,2,5,5,3,2,9,5,4,5,14,6,12,1,6,0,7,J
18120,1,1,2,2,1,7,12,3,6,7,10,9,1,11,1,8,T
18121,3,3,4,4,1,2,13,5,4,12,10,6,0,8,2,6,F
18122,3,6,4,4,3,8,7,2,6,11,6,9,3,8,4,10,E
18123,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
18124,3,3,4,2,2,7,7,6,7,7,6,5,2,8,3,7,D
18125,5,10,8,8,11,9,6,4,4,7,7,7,8,8,5,7,U
18126,2,3,3,2,1,6,11,4,5,8,10,7,2,11,1,7,T
18127,3,8,3,5,1,1,13,5,3,12,10,6,0,8,2,6,F
18128,7,10,10,7,7,4,8,1,7,9,8,11,3,8,3,6,K
18129,5,10,7,8,8,8,8,5,6,6,7,9,7,7,8,3,T
18130,4,11,5,8,5,7,7,6,8,5,6,11,1,11,10,9,S
18131,3,7,4,5,3,7,7,11,1,7,9,8,8,5,0,8,M
18132,9,15,9,8,7,4,10,3,5,10,8,10,5,8,4,6,H
18133,4,5,6,7,5,10,5,3,5,7,3,6,3,7,6,7,Z
18134,2,7,4,5,2,7,10,2,2,7,11,8,1,11,0,8,Y
18135,3,4,5,3,2,6,9,2,4,10,7,7,5,8,1,8,N
18136,4,10,6,8,6,5,6,3,7,6,6,10,4,7,7,11,K
18137,5,7,6,5,4,8,6,8,6,7,7,8,2,7,4,6,J
18138,7,9,10,7,6,8,6,2,5,9,6,8,10,8,3,8,M
18139,4,9,6,7,6,7,5,6,3,8,6,11,4,8,7,8,G
18140,4,7,4,5,2,7,7,4,14,9,6,8,0,8,8,8,Z
18141,2,8,3,6,2,7,7,0,8,13,6,8,0,8,1,7,I
18142,9,11,10,8,4,3,9,6,9,12,12,9,3,9,2,7,U
18143,3,7,5,5,5,10,8,3,4,8,4,6,4,8,6,5,J
18144,2,6,2,4,1,5,8,0,7,13,7,8,0,8,1,7,I
18145,2,3,3,2,1,5,11,3,6,11,9,5,1,11,1,5,T
18146,5,9,7,7,5,10,6,3,6,10,3,7,4,6,5,10,R
18147,3,3,4,5,1,3,7,7,2,7,6,11,3,8,2,10,K
18148,7,10,7,5,3,10,4,4,5,11,3,8,5,7,5,11,D
18149,1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,8,F
18150,3,4,4,5,4,8,7,6,3,8,8,9,3,8,4,8,Q
18151,2,3,3,1,2,8,8,3,5,9,4,7,2,6,3,10,R
18152,3,4,4,2,2,6,7,5,5,9,7,10,2,8,4,9,G
18153,3,7,5,5,6,9,8,4,3,6,7,8,7,8,7,7,H
18154,9,15,7,8,4,7,4,3,6,11,3,12,2,7,6,7,L
18155,7,13,7,7,4,8,4,3,4,11,8,12,3,10,5,10,L
18156,4,8,6,6,7,9,6,5,5,6,7,6,6,8,5,6,U
18157,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,I
18158,4,11,6,8,4,8,8,8,8,8,7,2,3,7,4,8,D
18159,4,6,6,9,8,6,13,5,1,10,8,5,4,11,4,9,P
18160,6,7,5,10,4,8,5,5,4,11,6,7,3,9,10,7,Z
18161,4,8,3,12,3,8,7,3,3,11,4,5,3,8,6,10,J
18162,6,8,6,6,4,2,10,2,3,11,11,9,6,10,2,6,W
18163,5,9,8,7,4,3,10,3,4,10,10,9,5,8,1,7,N
18164,9,15,8,8,5,10,3,3,3,9,3,6,4,7,5,9,G
18165,3,7,4,5,4,6,7,9,7,8,8,6,2,9,3,8,D
18166,2,4,3,2,2,8,7,7,4,7,6,8,2,8,2,8,O
18167,4,5,5,4,3,6,8,6,7,7,9,10,3,9,1,8,U
18168,6,11,7,8,6,7,7,8,7,6,5,10,2,7,5,11,G
18169,1,1,2,1,1,6,9,7,3,7,5,8,2,7,4,10,R
18170,2,1,3,2,2,7,6,6,5,6,6,9,2,9,4,9,G
18171,8,13,7,7,4,8,8,2,9,9,6,7,4,10,4,8,X
18172,3,6,4,4,4,7,5,10,0,7,8,8,6,5,0,8,M
18173,4,2,5,3,2,7,8,6,8,7,10,9,3,9,1,8,U
18174,1,3,3,2,1,7,7,2,6,11,6,9,1,8,4,9,E
18175,4,7,6,5,4,6,6,7,5,7,8,11,8,5,2,9,M
18176,3,9,5,7,4,6,4,3,1,6,1,8,2,6,2,7,A
18177,4,9,5,7,4,5,7,6,5,10,8,11,2,9,4,10,G
18178,5,8,7,6,6,8,5,7,5,7,6,6,4,8,6,10,P
18179,3,5,6,4,2,6,11,2,6,13,7,4,1,10,2,7,F
18180,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,I
18181,3,2,4,3,3,7,7,5,5,6,5,6,3,7,4,8,R
18182,5,9,5,6,2,4,7,9,2,7,5,11,4,8,2,11,K
18183,5,8,8,6,5,9,11,2,3,5,9,7,10,13,1,6,W
18184,3,3,4,4,2,7,6,5,9,5,6,9,0,9,9,8,S
18185,4,10,5,8,3,5,8,7,8,7,8,15,1,8,4,9,C
18186,7,11,9,6,4,5,8,2,4,12,7,9,6,8,0,7,N
18187,5,6,5,8,3,3,14,8,1,11,7,2,0,10,4,8,P
18188,5,9,7,7,4,9,8,3,5,12,4,4,2,9,4,8,P
18189,4,9,6,7,7,9,7,4,4,7,6,6,5,10,6,5,N
18190,8,8,7,12,5,5,5,7,4,6,12,6,5,10,4,8,Y
18191,6,9,8,7,5,9,4,7,6,8,6,5,2,7,4,6,J
18192,7,7,10,6,10,6,9,5,3,7,5,8,12,5,6,8,M
18193,6,9,9,8,8,8,8,3,5,7,7,8,5,8,4,5,A
18194,9,15,7,8,4,9,2,2,5,8,1,8,3,7,5,10,S
18195,8,13,9,7,6,5,9,2,9,12,8,8,6,5,8,2,Z
18196,3,7,5,5,3,7,7,8,5,6,5,6,3,8,3,8,O
18197,3,8,4,6,2,5,11,8,4,7,3,9,3,7,6,11,R
